year,ln_share,q_us_ch,ln_Qus_ch,ln_Yus,Q_CHN,ln_Qch,ln_Yw,time
1981,-1.0092512050410347,1.0075757481517018,0.0075471962821846645,9.250551800491344,1.0916244,0.08766686211230962,10.83580149077868,1981.5
1981,-1.0092512050410347,1,0,9.260889456762596,1.0916244,0.08766686211230962,10.838433093517569,1981.5
1981,-1.0092512050410347,0.9860011907114824,-0.014097716762094497,9.274139669935696,1.0916244,0.08766686211230962,10.840595252838478,1981.5
1981,-1.0092512050410347,1.0370840280718077,0.036412955927810506,9.248306686447936,1.0916244,0.08766686211230962,10.835052509694966,1981.5
1981,-1.0092512050410347,1.0090769821523304,0.009036033954013204,9.25836594147425,1.0916244,0.08766686211230962,10.840348392906765,1981.5
1981,-1.0092512050410347,1.206282836038077,0.1875435948865286,9.260390887135062,1.0916244,0.08766686211230962,10.83969903784538,1981.5
1981,-1.0092512050410347,1.1022182268584444,0.09732471912798424,9.265850333641575,1.0916244,0.08766686211230962,10.839915827112556,1981.5
1981,-1.0092512050410347,1.216125320051363,0.19566983748650102,9.2568450881724,1.0916244,0.08766686211230962,10.843950215958449,1981.5
1981,-1.0092512050410347,1.2002580369181897,0.18253656444331137,9.277853906525714,1.0916244,0.08766686211230962,10.834789618770134,1981.5
1981,-1.0092512050410347,1.1707038983039884,0.15760519038945356,9.257807880754685,1.0916244,0.08766686211230962,10.844538675082555,1981.5
1981,-1.0092512050410347,1.152258685769232,0.1417240906844343,9.263100272503523,1.0916244,0.08766686211230962,10.836655925961711,1981.5
1981,-1.0092512050410347,1.1111463105736017,0.10539219467228254,9.268437121672914,1.0916244,0.08766686211230962,10.835134891531805,1981.5
1982,-1.4368565920699858,0.9290940305376306,-0.07354532834998848,9.302074206497318,1.095285955,0.09101547529447329,10.856239969983285,1982.5
1982,-1.4368565920699858,1,0,9.296154066408276,1.095285955,0.09101547529447329,10.85997026561326,1982.5
1982,-1.4368565920699858,0.8820301936209242,-0.12552899043098648,9.321722780231195,1.095285955,0.09101547529447329,10.85958361781928,1982.5
1982,-1.4368565920699858,0.9301185157148976,-0.07244326470156685,9.284416987852682,1.095285955,0.09101547529447329,10.857815002958198,1982.5
1982,-1.4368565920699858,1.0923100332059903,0.08829475021928854,9.313606136402091,1.095285955,0.09101547529447329,10.8553268120633,1982.5
1982,-1.4368565920699858,1.0229926002285608,0.022732253540161826,9.305976014430113,1.095285955,0.09101547529447329,10.85650264267839,1982.5
1982,-1.4368565920699858,1.1175592096052798,0.11114703008881252,9.314815954425235,1.095285955,0.09101547529447329,10.86369684393784,1982.5
1982,-1.4368565920699858,1.1159797696626903,0.10973273625242111,9.309572533966975,1.095285955,0.09101547529447329,10.859767208598443,1982.5
1982,-1.4368565920699858,0.9905517949935466,-0.009493122445380999,9.3244796144541,1.095285955,0.09101547529447329,10.856771581321055,1982.5
1982,-1.4368565920699858,1.0574272603097812,0.055838844995489405,9.294682202214444,1.095285955,0.09101547529447329,10.855368180527263,1982.5
1982,-1.4368565920699858,1.1471545996997576,0.13728461520193772,9.319998383957039,1.095285955,0.09101547529447329,10.858215120490415,1982.5
1982,-1.4368565920699858,0.9262657055567436,-0.07659414644893313,9.323264079239069,1.095285955,0.09101547529447329,10.85256884978772,1982.5
1983,-1.496131178151925,1.2070224845102695,0.18815657036795996,9.350145250619377,0.982656912,-0.017495241120276214,10.876217386973323,1983.5
1983,-1.496131178151925,1,0,9.328552592072226,0.982656912,-0.017495241120276214,10.875246774414684,1983.5
1983,-1.496131178151925,1.0518624765671072,0.05056238007350332,9.354243616896147,0.982656912,-0.017495241120276214,10.882417311823517,1983.5
1983,-1.496131178151925,1.1353286149400468,0.12692213760959356,9.344901350419752,0.982656912,-0.017495241120276214,10.8818590394321,1983.5
1983,-1.496131178151925,1.214469705533027,0.19430752516629704,9.356967419588246,0.982656912,-0.017495241120276214,10.87777516129528,1983.5
1983,-1.496131178151925,1.184474116244015,0.16929889232561351,9.352617728132294,0.982656912,-0.017495241120276214,10.87374822066099,1983.5
