Country.Name,Country.Code,year,NE.EXP.GNFS.ZS,NE.IMP.GNFS.ZS,NY.GDP.PCAP.PP.KD,PA.NUS.FCRF,PA.NUS.PPP,PX.REX.REER,PWT_PPP,exp_USA_to_i,imp_i_to_USA,exp_CHN_to_i,imp_i_to_CHN,NY.GDP.MKTP.CD,net_exports_ratio,REER_USA,REER_CHN,PPP_WDI,price_deflator,PPP_PWT,import_volume,export_volume,world_export_share,US_REER,CN_REER,US_merch_NX,US_GDP_nominal,CN_NX_GDP,FR_NX_GDP,IE_NX_GDP,MX_NX_GDP,SG_NX_GDP,CH_NX_GDP,UK_NX_GDP,US_real_GDP,CN_real_GDP,World_GDP,CN_ex_to_US_share,import_volume_USA_JPN,export_volume_USA_JPN,world_export_share_USA_JPN,import_volume_USA_DEU,export_volume_USA_DEU,world_export_share_USA_DEU,import_volume_USA_IND,export_volume_USA_IND,world_export_share_USA_IND,import_volume_USA_KOR,export_volume_USA_KOR,world_export_share_USA_KOR,import_volume_CHN_JPN,export_volume_CHN_JPN,world_export_share_CHN_JPN,import_volume_CHN_DEU,export_volume_CHN_DEU,world_export_share_CHN_DEU,import_volume_CHN_IND,export_volume_CHN_IND,world_export_share_CHN_IND,import_volume_CHN_KOR,export_volume_CHN_KOR,world_export_share_CHN_KOR,rel_price_CHN,rel_price_USA,rel_price_JPN,rel_price_DEU,rel_price_IND,rel_price_KOR,rel_price_FRA,rel_price_IRL,rel_price_MEX,rel_price_SGP,rel_price_CHE,rel_price_GBR
China,CHN,1960,2.609658957,2.704515696,523.3092571,2.461809454,1.852877223,288.8791667,0.997120221,374.5401188,30.50295209,580.7645431,114.3544614,434816000000.0,1.86e-09,110.9490147,102.8827848,1.192921374,1.012772084,1.080235481,871950.3798,994960.7107,0.040488852,102.4934514,99.3404568,3929383712.0,912834.6822,0.099163059,0.097577834,0.087651227,-0.097149697,-0.090100051,-0.036547961,0.085813231,239356.6331,960365.5756,3167703.08,0.068336377,699504.4937418831,794724.8471192098,0.218266199778435,411855.67912633455,565164.4044406274,0.2336629076871186,101112.93057454916,206991.2712585856,0.2856811162212032,782076.0295647157,214293.3880491728,0.1263314233364442,219531.95169934467,334182.25578745484,0.0220293061712769,89733.53080945987,804196.8878667142,0.1796674642752868,431050.1457207354,573695.5789285435,0.0187934002441077,248527.6783160785,486755.79868714017,0.1529967568220837,1.0,0.820633018517782,0.8809681383074958,0.9761858906888863,0.7998327197379901,0.80013228348778,0.9706004697674233,0.7269627411336835,0.8371475352574242,0.7419379980025406,0.8286395135040979,0.7800559309954992
China,CHN,1961,2.609658957,2.704515696,523.3092571,2.461809454,1.852877223,288.8791667,0.997120221,950.7143064,129.4697124,717.688208,470.018934,798772000000.0,1.34e-09,95.95850857,101.5562508,1.040827137,1.04101785,1.085836237,511501.108,506639.5144,0.178397887,105.2398608,102.0238091,-4277213301.0,138631.7715,-0.074128848,0.020664598,-0.051086078,-0.031579225,-0.079629077,0.095854048,-0.089294076,283729.848,962451.4005,4091104.126,0.50082819,293277.9416008757,250532.564644904,0.2933779192035593,10134.582725735614,884208.9360323121,0.2322997742833178,671947.7028402839,523386.2544353791,0.2736844073236869,715242.5567064699,810899.6235080404,0.2093801082866747,989501.8934101502,858665.9841467215,0.0537089968163779,932528.6396432956,237465.77508858507,0.295692033575399,598844.1867147406,885264.3973904354,0.1711402171307753,654665.2451119556,444884.8808472271,0.1921404341937874,1.0,0.8784797892908898,0.8978898126096804,1.0545480541213061,1.042098909071776,1.062195050166145,0.9691740992721638,0.7875939508675589,1.0528749713027516,1.0113752337723687,0.9896502381451648,0.9384981120068548
China,CHN,1962,2.609658957,2.704515696,523.3092571,2.461809454,1.852877223,288.8791667,0.997120221,731.9939418,37.71502282,709.6691394,692.9941978,406723000000.0,1.75e-09,95.80139079,115.394404,1.102823598,1.207213812,1.241504058,956687.0291,163782.8004,0.094814939,101.4213984,101.1192178,-5462970929.0,399764.831,-0.005708536,-0.074395826,-0.008357548,0.064694344,-0.073165272,0.029931299,-0.063675521,329738.0654,841839.8227,5618153.388,0.286486348,234582.9390285611,470496.5066092733,0.0956652170477598,270007.32658002706,255623.49772989893,0.0424455946527693,350814.6809157234,212983.20339194595,0.0960972134143569,515099.69600784907,199622.01323366555,0.2510239618884114,457551.2577724004,671942.7436704587,0.2633221593174477,664529.7320117849,170706.46805917006,0.0739920152484526,915374.467718488,981834.2001218952,0.0918290234998893,788551.2213064817,658597.1484816449,0.2788928161694795,1.0,0.9425337523472179,0.9304203934888959,0.9043623348364367,0.9036212525804149,0.9775747743838176,0.8212502286335733,0.862240225657558,0.8384510085537723,0.8017485657756118,0.8012607379843172,0.9340966831578444
China,CHN,1963,2.609658957,2.704515696,523.3092571,2.461809454,1.852877223,288.8791667,0.997120221,598.6584842,763.6924935,623.9004367,194.2389247,937682000000.0,2.82e-10,97.00303677,105.5978746,1.25118277,0.873911728,1.142995897,618176.0458,363514.6283,0.182496363,108.7133439,101.6481149,1026295382.0,189759.6525,-0.08638138,0.016638566,0.051481311,0.073226941,-0.036691776,0.076199612,-0.077555137,896159.8512,646967.6626,6999620.951,0.285174928,555801.6213920623,440635.8538507911,0.0440802124548109,211269.42531796225,725593.5645830823,0.2634618332832125,305118.63982647576,494433.9454090485,0.0188460069608532,35391.242512602046,130339.0876827752,0.0295704524942987,980743.1287038134,426914.4601344788,0.1329975875842013,821355.3072262242,642892.939940081,0.1878561780818945,929847.6182174424,951088.796134974,0.2736536951908346,808223.0123382652,952777.2565846049,0.0512880026073344,1.0,0.7594431331563174,0.963182985648052,0.8534793266054966,0.7798699281960221,0.7366294102659359,0.8508473146573142,0.838750429723389,0.73435061210122,0.8707072724474938,0.803909604669508,0.8453446477687668
China,CHN,1964,2.609658957,2.704515696,523.3092571,2.461809454,1.852877223,288.8791667,0.997120221,156.0186404,377.2271773,513.6253169,560.6014282,872571000000.0,-3.07e-10,89.38052138,99.36041204,1.205332906,0.880690958,0.963754983,838690.4086,237119.2351,0.040443789,98.8869716,106.42992,4389379396.0,528030.2054,0.088770171,-0.099587073,-0.059275814,0.092162506,-0.040249938,0.011187538,-0.061333072,285806.2701,538988.1035,1953176.366,0.355927551,722274.2800877074,408759.2975914015,0.0298756093715895,84020.56542035704,782331.6352881358,0.0425770217733149,756856.5080609624,922771.5971159938,0.1599768893175661,986106.7289814767,537698.3649078609,0.2629427015314369,712476.5780790678,327772.82575328514,0.0192101454676534,427719.6972287574,653085.9349480864,0.2023112917388023,338683.048119671,80507.1014963111,0.1182395717095329,41334.20205803684,729094.4840730851,0.2446492361355216,1.0,0.7372567923570819,0.8734966097407781,0.9294156389687084,1.045724615768517,0.7060795393235535,0.7712116249151835,0.7773101583273293,0.766433093630317,0.9046743091240222,1.0257866900051262,0.790429187038224
China,CHN,1965,2.609658957,2.704515696,523.3092571,2.461809454,1.852877223,288.8791667,0.997120221,155.9945203,610.2848294,67.311972,76.81271849,486095000000.0,-9.54e-10,97.37122489,95.2222978,0.906895738,1.101793901,0.976346322,917959.3466,475737.7373,0.135612327,95.43460391,92.46500801,-1537870798.0,838020.1923,0.092984988,-0.060217733,0.013262321,-0.086975706,-0.048987243,0.048320621,-0.030678438,817773.7248,111984.5019,2178054.556,0.314732772,428875.39552321634,130621.13248973736,0.0701781020104478,535509.0150820487,492619.7522564243,0.2703651032322725,261724.4803212005,510516.9135327536,0.196730702884888,763235.6955534343,10588.790350957635,0.1642508648126089,387879.8445118914,350729.7072869936,0.0641352322745179,58825.09320803146,293882.6147361951,0.2535380573614383,46460.07588192678,186922.4743823548,0.0857338804630888,208813.4715890087,147052.9238232282,0.0352852897288848,1.0,1.0995594126388981,1.0751615970214208,0.9557237714132912,1.1248320752390613,1.06098362764607,1.1340859262037903,1.0496194756623722,1.1960374887107474,1.042591753805331,1.0789190576171832,1.1961149364228238
China,CHN,1966,2.609658957,2.704515696,523.3092571,2.461809454,1.852877223,288.8791667,0.997120221,58.08361217,1089.079769,129.3029713,46.51354905,775784000000.0,-1.22e-09,96.20433669,91.9677684,1.099668578,0.889307383,1.116240073,833971.4369,218160.3956,0.093650113,91.59390892,103.3823037,9615283968.0,368368.6237,0.043877812,0.091224632,-0.06283665,-0.091085778,0.050107331,0.054108812,0.001306337,827244.4063,645635.7156,3897825.458,0.57860998,980956.5564007692,530454.4258574464,0.0390158505457204,343575.4011776175,606725.489945545,0.2877116573263849,316744.68276159524,993050.7010033112,0.1456459828093448,615555.1797676866,875491.3992668757,0.1673530691049969,10294.5140708465,624110.7398464842,0.1749084115901187,643511.1957436885,546631.0656773546,0.248859771427556,960680.8521214726,70045.7296372077,0.2906743380869384,585674.9585611204,46707.986434934566,0.0583360385847118,1.0,0.9491621274641895,0.9393264467724021,0.9651293555466128,0.9082518969638141,0.8498248469549341,0.8675235048863968,0.7899740206998985,0.9907997043814778,0.8226192864810583,0.9743405044351463,0.9105107238955773
China,CHN,1967,2.609658957,2.704515696,523.3092571,2.461809454,1.852877223,288.8791667,0.997120221,866.1761458,299.150675,718.8433508,478.2191684,779089000000.0,1.04e-09,100.7519689,101.0173182,0.984978248,1.214536009,1.067720896,243473.0171,643706.0236,0.024532486,95.55514321,98.08995522,3696594772.0,235841.4076,-0.030001431,-0.033911885,-0.079052779,0.082656719,0.099604558,0.081649676,0.025892245,934318.5119,990179.2678,6954079.03,0.6836015,687981.4411990147,451785.8816176282,0.0109814648062688,226742.0850819108,98005.80279390702,0.1793889391345128,759202.2847942763,278183.6498580812,0.2937175847970859,714562.5041957578,324316.78242203937,0.2361607166421133,400206.2852994723,16828.17952928015,0.1603150754342379,643963.9533221155,883291.6150114067,0.1166074391950031,946992.8486094712,655828.4395624265,0.1166667797579133,33604.727373312344,90220.82859659998,0.0919168614314656,1.0,1.0220265229654086,1.1077908260569018,0.9364172639069285,1.0505473548284894,0.9583380962134709,1.1423410773635683,1.1624419933383137,1.015783352608615,1.0804965613819322,1.0495559004466462,1.0270629093120844
China,CHN,1968,2.609658957,2.704515696,523.3092571,2.461809454,1.852877223,288.8791667,0.997120221,601.1150117,492.4595076,485.1432477,486.5716094,192811000000.0,5.56e-10,101.7087799,96.21824627,0.989731203,0.959481832,1.066106421,666008.5952,444527.2532,0.142327997,101.2105898,98.87870533,-381361970.3,397240.3321,-0.04912352,0.027678021,-0.076688278,-0.03899066,0.006795585,-0.069930049,0.046428444,204005.1822,836290.945,8618556.027,0.268749387,486122.5824695173,666758.8297048643,0.0926713707264132,937299.8339965112,283573.2862851906,0.2112299755952776,356057.7708659019,607027.4847784392,0.2116447267145814,600528.1821734188,438502.82114968455,0.2517516888644649,318268.64656138583,176084.43724021185,0.0768633199734883,82035.93695079468,508684.4540698696,0.0609213959840839,559500.5191893282,496536.29227977927,0.1103828692181341,526806.8834951964,308488.0167071121,0.1778983907616252,1.0,1.0414032414819199,1.0777326972887205,1.0821253576260141,1.1741653910450676,0.8801277067547401,0.8216651516442086,1.0803544050737581,0.9155313061297917,0.933358974840768,0.942093581745952,0.988293980259608
China,CHN,1969,2.609658957,2.704515696,523.3092571,2.461809454,1.852877223,288.8791667,0.997120221,708.0725778,906.6613663,7.357641293,573.6869113,912298000000.0,-8.38e-10,109.3808542,92.88873145,1.041914462,0.927979645,0.850700114,458590.8328,905847.2959,0.057005764,95.55639871,98.48875135,-2157649636.0,832492.1277,-0.046939335,-0.043828101,-0.028472193,0.01159748,0.088840544,0.011656685,0.078022308,295551.0751,406544.1795,5979316.103,0.129762623,398196.34301220905,553918.928194627,0.0576199962638686,330540.3457834733,86026.44452675123,0.1172206140258376,398516.64348239376,967201.4374654796,0.1812189146941947,705337.0590731438,311765.0576026096,0.0749408244004958,464138.3285835261,805374.1644382565,0.2921511499140151,304379.69404794014,116080.33072984147,0.0426715332391777,724135.7755534807,237403.1394549715,0.080684233651992,835491.7577224096,468657.137136489,0.2644250438391607,1.0,0.9007819501789389,1.1313786371073522,0.9901143535523744,0.8996790966896091,1.0482311512439684,0.8793065663388402,1.1616969388030243,0.9045666927310583,0.8832430497543089,1.0090727793353156,1.034666199882347
